sep=;
Value;FromStart;FromEnd;Math;NfPs;NfPe
130.0;0.679709649455773;0.679709649455773;0.6800619410112912;0.6797096494557728;0.679709649455773
131.0;0.6796155241573227;0.6796155241573227;0.6799606187557712;0.6796155241573224;0.6796155241573228
132.0;0.6795212430018809;0.6795212430018804;0.6798592862330114;0.6795212430018804;0.6795212430018804
133.0;0.6794268089034735;0.6794268089034736;0.6797579434409308;0.6794268089034736;0.6794268089034736
134.0;0.6793322247183038;0.6793322247183038;0.6796565903774476;0.6793322247183037;0.6793322247183038
135.0;0.6792374932458807;0.679237493245881;0.6795552270404798;0.6792374932458805;0.679237493245881
136.0;0.6791426172301368;0.6791426172301367;0.6794538534279443;0.6791426172301368;0.6791426172301367
137.0;0.6790475993605157;0.6790475993605154;0.6793524695377576;0.6790475993605156;0.6790475993605154
138.0;0.6789524422730447;0.6789524422730451;0.6792510753678356;0.6789524422730447;0.6789524422730451
139.0;0.678857148551386;0.6788571485513862;0.6791496709160932;0.6788571485513862;0.6788571485513862
140.0;0.6787617207278615;0.6787617207278611;0.6790482561804453;0.6787617207278616;0.6787617207278611
141.0;0.6786661612844626;0.6786661612844624;0.6789468311588055;0.6786661612844623;0.6786661612844624
142.0;0.678570472653843;0.6785704726538434;0.6788453958490872;0.678570472653843;0.6785704726538434
143.0;0.6784746572202868;0.6784746572202869;0.6787439502492032;0.6784746572202868;0.6784746572202869
144.0;0.6783787173206575;0.6783787173206572;0.6786424943570653;0.6783787173206576;0.6783787173206572
145.0;0.6782826552453329;0.6782826552453332;0.6785410281705848;0.6782826552453333;0.6782826552453332
146.0;0.6781864732391216;0.6781864732391218;0.6784395516876726;0.6781864732391218;0.6781864732391218
147.0;0.6780901735021558;0.6780901735021556;0.6783380649062388;0.6780901735021558;0.6780901735021556
148.0;0.6779937581907715;0.6779937581907718;0.6782365678241927;0.6779937581907712;0.6779937581907718
149.0;0.6778972294183747;0.6778972294183745;0.6781350604394434;0.6778972294183748;0.6778972294183745
150.0;0.6778005892562793;0.6778005892562797;0.6780335427498988;0.6778005892562794;0.6778005892562797
151.0;0.6777038397345445;0.6777038397345448;0.6779320147534666;0.6777038397345443;0.6777038397345448
152.0;0.677606982842781;0.6776069828427806;0.6778304764480537;0.6776069828427809;0.6776069828427806
153.0;0.6775100205309487;0.6775100205309489;0.6777289278315664;0.6775100205309486;0.677510020530949
154.0;0.6774129547101433;0.6774129547101432;0.6776273689019102;0.6774129547101431;0.6774129547101431
155.0;0.6773157872533548;0.6773157872533547;0.6775257996569902;0.6773157872533548;0.6773157872533548
156.0;0.6772185199962243;0.6772185199962246;0.6774242200947108;0.6772185199962248;0.6772185199962246
157.0;0.6771211547377793;0.6771211547377792;0.6773226302129757;0.6771211547377797;0.6771211547377792
158.0;0.6770236932411525;0.6770236932411526;0.6772210300096878;0.6770236932411529;0.6770236932411526
159.0;0.6769261372342946;0.676926137234295;0.6771194194827499;0.6769261372342951;0.676926137234295
160.0;0.6768284884106659;0.676828488410666;0.6770177986300635;0.6768284884106658;0.676828488410666
161.0;0.6767307484299164;0.6767307484299165;0.6769161674495299;0.6767307484299162;0.6767307484299165
162.0;0.6766329189185547;0.676632918918555;0.6768145259390496;0.6766329189185546;0.6766329189185551
163.0;0.6765350014706021;0.6765350014706023;0.6767128740965224;0.676535001470602;0.6765350014706024
164.0;0.6764369976482332;0.676436997648233;0.6766112119198476;0.6764369976482332;0.676436997648233
165.0;0.6763389089824041;0.6763389089824042;0.6765095394069238;0.676338908982404;0.6763389089824042
166.0;0.6762407369734731;0.6762407369734729;0.6764078565556492;0.676240736973473;0.6762407369734729
167.0;0.6761424830917993;0.6761424830917997;0.6763061633639207;0.6761424830917991;0.6761424830917997
168.0;0.6760441487783423;0.6760441487783423;0.6762044598296352;0.6760441487783423;0.6760441487783423
169.0;0.6759457354452361;0.6759457354452363;0.6761027459506888;0.6759457354452361;0.6759457354452363
170.0;0.6758472444763653;0.6758472444763652;0.6760010217249767;0.6758472444763653;0.6758472444763652
171.0;0.6757486772279198;0.6757486772279191;0.6758992871503938;0.6757486772279198;0.6757486772279191
172.0;0.6756500350289424;0.6756500350289424;0.6757975422248342;0.6756500350289422;0.6756500350289423
173.0;0.675551319181871;0.6755513191818705;0.6756957869461914;0.675551319181871;0.6755513191818705
174.0;0.6754525309630567;0.6754525309630569;0.6755940213123581;0.6754525309630569;0.675452530963057
175.0;0.6753536716232894;0.6753536716232893;0.6754922453212265;0.6753536716232894;0.6753536716232893
176.0;0.6752547423882946;0.6752547423882947;0.6753904589706883;0.6752547423882946;0.6752547423882947
177.0;0.6751557444592372;0.6751557444592372;0.6752886622586342;0.6751557444592372;0.6751557444592372
178.0;0.6750566790132032;0.6750566790132031;0.6751868551829545;0.6750566790132035;0.6750566790132031
179.0;0.6749575472036782;0.6749575472036783;0.6750850377415388;0.6749575472036784;0.6749575472036783
180.0;0.6748583501610153;0.6748583501610158;0.6749832099322761;0.6748583501610155;0.6748583501610158
181.0;0.6747590889928943;0.6747590889928944;0.6748813717530548;0.6747590889928943;0.6747590889928944
182.0;0.6746597647847674;0.6746597647847674;0.6747795232017624;0.6746597647847679;0.6746597647847674
183.0;0.6745603786003037;0.6745603786003038;0.6746776642762861;0.6745603786003035;0.6745603786003038
184.0;0.6744609314818197;0.6744609314818202;0.674575794974512;0.6744609314818195;0.6744609314818201
185.0;0.6743614244507031;0.6743614244507035;0.6744739152943261;0.6743614244507031;0.6743614244507034
186.0;0.6742618585078275;0.674261858507827;0.6743720252336134;0.6742618585078273;0.674261858507827
187.0;0.6741622346339571;0.6741622346339572;0.6742701247902583;0.6741622346339569;0.6741622346339571
188.0;0.674062553790152;0.6740625537901521;0.6741682139621447;0.6740625537901518;0.6740625537901521
189.0;0.6739628169181532;0.6739628169181532;0.6740662927471555;0.6739628169181532;0.6739628169181533
190.0;0.6738630249407683;0.6738630249407687;0.6739643611431735;0.6738630249407682;0.6738630249407686
191.0;0.6737631787622487;0.6737631787622488;0.6738624191480803;0.6737631787622483;0.6737631787622488
192.0;0.6736632792686554;0.6736632792686555;0.6737604667597573;0.6736632792686554;0.6736632792686557
193.0;0.6735633273282233;0.6735633273282232;0.6736585039760851;0.6735633273282232;0.6735633273282231
194.0;0.6734633237917128;0.6734633237917125;0.6735565307949433;0.6734633237917127;0.6734633237917124
195.0;0.6733632694927578;0.6733632694927578;0.6734545472142114;0.6733632694927579;0.6733632694927578
196.0;0.6732631652482085;0.6732631652482086;0.673352553231768;0.673263165248209;0.6732631652482086
197.0;0.6731630118584621;0.6731630118584617;0.673250548845491;0.6731630118584616;0.6731630118584616
198.0;0.6730628101077887;0.6730628101077891;0.6731485340532576;0.6730628101077891;0.673062810107789
199.0;0.6729625607646584;0.6729625607646588;0.6730465088529447;0.6729625607646584;0.6729625607646588
200.0;0.6728622645820492;0.672862264582049;0.6729444732424281;0.6728622645820492;0.672862264582049
201.0;0.6727619222977563;0.6727619222977562;0.6728424272195833;0.6727619222977562;0.6727619222977562
202.0;0.6726615346346985;0.6726615346346977;0.672740370782285;0.6726615346346986;0.6726615346346977
203.0;0.6725611023012071;0.6725611023012072;0.6726383039284072;0.672561102301207;0.6725611023012072
204.0;0.6724606259913258;0.6724606259913258;0.6725362266558232;0.6724606259913256;0.6724606259913258
205.0;0.672360106385086;0.6723601063850861;0.672434138962406;0.6723601063850864;0.6723601063850861
206.0;0.6722595441487914;0.6722595441487914;0.6723320408460276;0.6722595441487916;0.6722595441487914
207.0;0.6721589399352894;0.6721589399352892;0.6722299323045594;0.6721589399352897;0.6721589399352892
208.0;0.6720582943842391;0.6720582943842395;0.6721278133358722;0.6720582943842393;0.6720582943842395
209.0;0.6719576081223766;0.6719576081223773;0.6720256839378362;0.6719576081223765;0.6719576081223773
210.0;0.6718568817637705;0.67185688176377;0.671923544108321;0.6718568817637705;0.6718568817637701
211.0;0.6717561159100711;0.6717561159100714;0.6718213938451952;0.6717561159100713;0.6717561159100714
212.0;0.6716553111507677;0.6716553111507672;0.6717192331463272;0.6716553111507674;0.6716553111507672
213.0;0.6715544680634196;0.6715544680634191;0.6716170620095845;0.6715544680634195;0.6715544680634191
214.0;0.6714535872139021;0.6714535872139022;0.6715148804328338;0.6714535872139019;0.6714535872139024
215.0;0.6713526691566392;0.6713526691566388;0.6714126884139416;0.671352669156639;0.6713526691566388
216.0;0.671251714434826;0.6712517144348256;0.6713104859507733;0.6712517144348259;0.6712517144348257
217.0;0.6711507235806593;0.6711507235806594;0.6712082730411938;0.6711507235806595;0.6711507235806594
218.0;0.6710496971155558;0.6710496971155556;0.6711060496830675;0.6710496971155557;0.6710496971155557
219.0;0.6709486355503642;0.6709486355503642;0.671003815874258;0.6709486355503643;0.6709486355503642
220.0;0.670847539385581;0.6708475393855804;0.6709015716126281;0.6708475393855807;0.6708475393855804
221.0;0.6707464091115515;0.6707464091115516;0.6707993168960402;0.6707464091115518;0.6707464091115516
222.0;0.670645245208681;0.6706452452086804;0.6706970517223559;0.670645245208681;0.6706452452086804
223.0;0.6705440481476235;0.6705440481476229;0.6705947760894363;0.6705440481476234;0.6705440481476229
224.0;0.6704428183894844;0.6704428183894843;0.6704924899951417;0.6704428183894845;0.6704428183894843
225.0;0.6703415563860093;0.6703415563860089;0.6703901934373316;0.6703415563860093;0.670341556386009
226.0;0.6702402625797682;0.6702402625797683;0.6702878864138653;0.670240262579768;0.6702402625797683
227.0;0.6701389374043438;0.6701389374043442;0.6701855689226008;0.670138937404344;0.6701389374043442
228.0;0.6700375812845079;0.6700375812845083;0.6700832409613963;0.6700375812845077;0.6700375812845083
229.0;0.6699361946363994;0.6699361946363993;0.6699809025281084;0.6699361946363996;0.6699361946363993
230.0;0.6698347778676945;0.6698347778676945;0.6698785536205936;0.6698347778676945;0.6698347778676946
231.0;0.6697333313777805;0.6697333313777809;0.6697761942367078;0.6697333313777807;0.6697333313777809
232.0;0.6696318555579195;0.669631855557919;0.6696738243743058;0.6696318555579194;0.669631855557919
233.0;0.6695303507914078;0.6695303507914078;0.6695714440312422;0.6695303507914078;0.6695303507914078
234.0;0.6694288174537426;0.6694288174537425;0.6694690532053708;0.6694288174537426;0.6694288174537426
235.0;0.6693272559127721;0.6693272559127723;0.6693666518945446;0.6693272559127724;0.6693272559127723
236.0;0.6692256665288523;0.6692256665288525;0.6692642400966159;0.6692256665288525;0.6692256665288525
237.0;0.6691240496549954;0.6691240496549952;0.6691618178094367;0.6691240496549954;0.6691240496549953
238.0;0.6690224056370169;0.6690224056370166;0.669059385030858;0.6690224056370169;0.6690224056370166
239.0;0.6689207348136814;0.6689207348136814;0.6689569417587303;0.6689207348136817;0.6689207348136814
240.0;0.6688190375168437;0.6688190375168437;0.6688544879909034;0.6688190375168437;0.6688190375168437
241.0;0.668717314071586;0.6687173140715861;0.6687520237252265;0.668717314071586;0.6687173140715861
242.0;0.668615564796355;0.6686155647963554;0.6686495489595478;0.6686155647963551;0.6686155647963554
243.0;0.6685137900030959;0.6685137900030961;0.6685470636917153;0.6685137900030957;0.6685137900030961
244.0;0.6684119899973813;0.6684119899973802;0.6684445679195762;0.6684119899973808;0.6684119899973802
245.0;0.6683101650785364;0.6683101650785361;0.6683420616409769;0.6683101650785362;0.6683101650785361
246.0;0.6682083155397733;0.6682083155397731;0.6682395448537632;0.6682083155397734;0.6682083155397731
247.0;0.6681064416683046;0.668106441668305;0.6681370175557804;0.6681064416683047;0.668106441668305
248.0;0.6680045437454694;0.66800454374547;0.6680344797448728;0.6680045437454695;0.66800454374547
249.0;0.667902622046849;0.6679026220468494;0.6679319314188844;0.6679026220468491;0.6679026220468494
250.0;0.6678006768423823;0.6678006768423824;0.6678293725756582;0.6678006768423823;0.6678006768423823
251.0;0.6676987083964802;0.6676987083964805;0.6677268032130369;0.6676987083964802;0.6676987083964805
252.0;0.6675967169681384;0.667596716968138;0.6676242233288623;0.667596716968138;0.667596716968138
253.0;0.6674947028110422;0.6674947028110415;0.6675216329209754;0.667494702811042;0.6674947028110415
254.0;0.6673926661736759;0.6673926661736758;0.667419031987217;0.6673926661736759;0.6673926661736758
255.0;0.667290607299429;0.6672906072994294;0.6673164205254266;0.667290607299429;0.6672906072994294
256.0;0.6671885264266965;0.6671885264266966;0.6672137985334438;0.6671885264266966;0.6671885264266966
257.0;0.6670864237889783;0.6670864237889783;0.6671111660091067;0.6670864237889786;0.6670864237889783
258.0;0.6669842996149805;0.6669842996149804;0.6670085229502535;0.6669842996149804;0.6669842996149804
259.0;0.6668821541287097;0.6668821541287102;0.6669058693547212;0.66688215412871;0.6668821541287102
260.0;0.6667799875495718;0.6667799875495712;0.6668032052203463;0.6667799875495719;0.6667799875495712
261.0;0.6666778000924559;0.666677800092456;0.6667005305449648;0.6666778000924558;0.6666778000924559
262.0;0.6665755919678362;0.6665755919678364;0.6665978453264118;0.6665755919678364;0.6665755919678366
263.0;0.6664733633818537;0.666473363381854;0.6664951495625218;0.6664733633818538;0.6664733633818541
264.0;0.6663711145364062;0.666371114536406;0.6663924432511287;0.6663711145364062;0.666371114536406
265.0;0.6662688456292315;0.6662688456292312;0.6662897263900657;0.6662688456292316;0.6662688456292312
266.0;0.6661665568539942;0.6661665568539944;0.6661869989771652;0.6661665568539943;0.6661665568539944
267.0;0.6660642484003684;0.666064248400368;0.6660842610102592;0.6660642484003684;0.666064248400368
268.0;0.6659619204541125;0.6659619204541127;0.6659815124871789;0.6659619204541123;0.6659619204541127
269.0;0.6658595731971564;0.6658595731971566;0.6658787534057546;0.6658595731971566;0.6658595731971566
270.0;0.6657572068076726;0.665757206807672;0.6657759837638164;0.6657572068076726;0.665757206807672
271.0;0.6656548214601521;0.6656548214601521;0.6656732035591933;0.6656548214601522;0.6656548214601521
272.0;0.6655524173254841;0.6655524173254845;0.6655704127897139;0.6655524173254841;0.6655524173254845
273.0;0.6654499945710243;0.6654499945710244;0.665467611453206;0.6654499945710244;0.6654499945710244
274.0;0.6653475533606656;0.6653475533606659;0.6653647995474968;0.6653475533606658;0.6653475533606659
275.0;0.6652450938549116;0.6652450938549116;0.6652619770704127;0.665245093854912;0.6652450938549116
276.0;0.6651426162109418;0.6651426162109418;0.6651591440197797;0.6651426162109418;0.6651426162109417
277.0;0.6650401205826807;0.665040120582681;0.6650563003934228;0.6650401205826806;0.665040120582681
278.0;0.6649376071208641;0.6649376071208641;0.6649534461891665;0.6649376071208642;0.6649376071208641
279.0;0.6648350759731008;0.6648350759731009;0.6648505814048348;0.6648350759731009;0.664835075973101
280.0;0.6647325272839386;0.6647325272839387;0.6647477060382505;0.6647325272839386;0.6647325272839387
281.0;0.664629961194925;0.6646299611949252;0.6646448200872364;0.6646299611949251;0.6646299611949252
282.0;0.6645273778446684;0.6645273778446685;0.664541923549614;0.6645273778446684;0.6645273778446685
283.0;0.6644247773688968;0.6644247773688967;0.6644390164232048;0.6644247773688967;0.6644247773688967
284.0;0.6643221599005167;0.6643221599005167;0.6643360987058289;0.6643221599005166;0.6643221599005167
285.0;0.6642195255696706;0.6642195255696701;0.6642331703953063;0.6642195255696705;0.6642195255696702
