x;n = 10;n = 25;n = 50;n = 100
1,99843;0,047168828;0,019232021;0,009527019;0,004606784
1,99686;0,046347939;0,01845699;0,008790529;0,003929118
1,99529;0,045586039;0,017730132;0,00811839;0,003353924
1,99372;0,044835464;0,017030809;0,007496698;0,002862217
1,99215;0,044096064;0,016358018;0,006921739;0,002441985
1,99058;0,043367689;0,015710794;0,006390066;0,002082927
1,98901;0,042650193;0,015088203;0,005898481;0,001776214
1,98744;0,04194343;0,014489345;0,005444017;0,00151428
1,98587;0,041247257;0,013913351;0,005023926;0,001290646
1,9843;0,040561533;0,013359384;0,004635655;0,001099758
1,98273;0,039886117;0,012826633;0,00427684;9,37E-04
1,98116;0,039220871;0,012314319;0,003945288;7,98E-04
1,97959;0,038565658;0,011821689;0,003638967;6,79E-04
1,97802;0,037920343;0,011348017;0,003355993;5,78E-04
1,97645;0,037284792;0,010892602;0,003094619;4,92E-04
1,97488;0,036658873;0,010454768;0,002853227;4,19E-04
1,97331;0,036042455;0,010033863;0,00263032;3,56E-04
1,97174;0,035435411;0,00962926;0,002424507;3,03E-04
1,97017;0,034837612;0,009240351;0,002234502;2,57E-04
1,9686;0,034248933;0,008866552;0,002059115;2,19E-04
1,96703;0,033669249;0,0085073;0,001897241;1,86E-04
1,96546;0,033098438;0,00816205;0,00174786;1,58E-04
1,96389;0,032536378;0,007830278;0,001610024;1,34E-04
1,96232;0,031982949;0,00751148;0,001482858;1,14E-04
1,96075;0,031438034;0,007205168;0,001365553;9,66E-05
1,95918;0,030901514;0,006910872;0,001257357;8,20E-05
1,95761;0,030373274;0,00662814;0,001157576;6,96E-05
1,95604;0,029853201;0,006356535;0,001065568;5,90E-05
1,95447;0,029341181;0,006095636;9,81E-04;5,00E-05
1,9529;0,028837102;0,00584504;9,03E-04;4,24E-05
1,95133;0,028340856;0,005604354;8,30E-04;3,59E-05
1,94976;0,027852332;0,005373202;7,64E-04;3,04E-05
1,94819;0,027371425;0,005151223;7,03E-04;2,58E-05
1,94662;0,026898026;0,004938065;6,46E-04;2,18E-05
1,94505;0,026432033;0,004733393;5,94E-04;1,85E-05
1,94348;0,025973341;0,004536881;5,47E-04;1,56E-05
1,94191;0,025521847;0,004348219;5,03E-04;1,32E-05
1,94034;0,025077452;0,004167104;4,62E-04;1,12E-05
1,93877;0,024640055;0,003993246;4,25E-04;9,46E-06
1,9372;0,024209559;0,003826367;3,90E-04;7,99E-06
1,93563;0,023785864;0,003666196;3,59E-04;6,75E-06
1,93406;0,023368876;0,003512476;3,29E-04;5,71E-06
1,93249;0,0229585;0,003364957;3,03E-04;4,82E-06
1,93092;0,022554642;0,003223398;2,78E-04;4,07E-06
1,92935;0,022157209;0,003087568;2,55E-04;3,43E-06
1,92778;0,02176611;0,002957245;2,34E-04;2,90E-06
1,92621;0,021381255;0,002832214;2,15E-04;2,44E-06
1,92464;0,021002555;0,002712269;1,97E-04;2,06E-06
1,92307;0,020629921;0,00259721;1,81E-04;1,74E-06
1,9215;0,020263268;0,002486848;1,66E-04;1,46E-06
1,91993;0,019902508;0,002380997;1,53E-04;1,23E-06
1,91836;0,019547558;0,002279481;1,40E-04;1,04E-06
1,91679;0,019198334;0,002182129;1,28E-04;8,76E-07
1,91522;0,018854754;0,002088776;1,18E-04;7,37E-07
1,91365;0,018516735;0,001999267;1,08E-04;6,20E-07
1,91208;0,018184197;0,001913447;9,90E-05;5,22E-07
1,91051;0,017857061;0,001831172;9,08E-05;4,39E-07
1,90894;0,017535249;0,0017523;8,32E-05;3,69E-07
1,90737;0,017218682;0,001676697;7,62E-05;3,10E-07
1,9058;0,016907286;0,001604232;6,98E-05;2,61E-07
1,90423;0,016600983;0,00153478;6,40E-05;2,19E-07
1,90266;0,0162997;0,001468221;5,86E-05;1,84E-07
1,90109;0,016003363;0,001404439;5,37E-05;1,54E-07
1,89952;0,0157119;0,001343323;4,92E-05;1,30E-07
1,89795;0,015425238;0,001284766;4,50E-05;1,09E-07
1,89638;0,015143308;0,001228664;4,12E-05;9,12E-08
1,89481;0,014866039;0,00117492;3,77E-05;7,65E-08
1,89324;0,014593363;0,001123438;3,45E-05;6,41E-08
1,89167;0,014325211;0,001074125;3,16E-05;5,38E-08
1,8901;0,014061516;0,001026896;2,89E-05;4,50E-08
1,88853;0,013802213;9,82E-04;2,64E-05;3,77E-08
1,88696;0,013547235;9,38E-04;2,42E-05;3,16E-08
1,88539;0,013296518;8,97E-04;2,21E-05;2,64E-08
1,88382;0,01305;8,57E-04;2,02E-05;2,21E-08
1,88225;0,012807616;8,19E-04;1,85E-05;1,85E-08
1,88068;0,012569304;7,83E-04;1,69E-05;1,55E-08
1,87911;0,012335005;7,48E-04;1,54E-05;1,29E-08
1,87754;0,012104656;7,15E-04;1,41E-05;1,08E-08
1,87597;0,011878199;6,83E-04;1,29E-05;9,03E-09
1,8744;0,011655575;6,52E-04;1,18E-05;7,54E-09
1,87283;0,011436726;6,23E-04;1,07E-05;6,29E-09
1,87126;0,011221595;5,95E-04;9,81E-06;5,25E-09
1,86969;0,011010125;5,68E-04;8,96E-06;4,38E-09
1,86812;0,01080226;5,43E-04;8,18E-06;3,65E-09
1,86655;0,010597946;5,18E-04;7,46E-06;3,05E-09
1,86498;0,010397128;4,95E-04;6,81E-06;2,54E-09
1,86341;0,010199753;4,72E-04;6,21E-06;2,12E-09
1,86184;0,010005768;4,51E-04;5,67E-06;1,76E-09
1,86027;0,009815122;4,30E-04;5,17E-06;1,47E-09
1,8587;0,009627761;4,11E-04;4,71E-06;1,22E-09
1,85713;0,009443637;3,92E-04;4,30E-06;1,02E-09
1,85556;0,009262699;3,74E-04;3,92E-06;8,45E-10
1,85399;0,009084897;3,57E-04;3,57E-06;7,03E-10
1,85242;0,008910184;3,40E-04;3,25E-06;5,84E-10
1,85085;0,008738511;3,25E-04;2,96E-06;4,86E-10
1,84928;0,00856983;3,10E-04;2,70E-06;4,03E-10
1,84771;0,008404096;2,96E-04;2,46E-06;3,35E-10
1,84614;0,008241262;2,82E-04;2,24E-06;2,78E-10
1,84457;0,008081283;2,69E-04;2,04E-06;2,31E-10
1,843;0,007924114;2,56E-04;1,86E-06;1,91E-10
1,84143;0,00776971;2,44E-04;1,69E-06;1,59E-10
1,83986;0,007618029;2,33E-04;1,54E-06;1,32E-10
1,83829;0,007469028;2,22E-04;1,40E-06;1,09E-10
1,83672;0,007322664;2,12E-04;1,27E-06;9,03E-11
1,83515;0,007178895;2,02E-04;1,16E-06;7,48E-11
1,83358;0,007037681;1,92E-04;1,05E-06;6,19E-11
1,83201;0,00689898;1,83E-04;9,57E-07;5,12E-11
1,83044;0,006762752;1,75E-04;8,70E-07;4,24E-11
1,82887;0,006628959;1,67E-04;7,90E-07;3,50E-11
1,8273;0,006497562;1,59E-04;7,18E-07;2,90E-11
1,82573;0,006368521;1,51E-04;6,52E-07;2,39E-11
1,82416;0,0062418;1,44E-04;5,93E-07;1,98E-11
1,82259;0,00611736;1,37E-04;5,38E-07;1,63E-11
1,82102;0,005995165;1,31E-04;4,89E-07;1,35E-11
1,81945;0,00587518;1,24E-04;4,44E-07;1,11E-11
1,81788;0,005757367;1,18E-04;4,03E-07;9,17E-12
1,81631;0,005641693;1,13E-04;3,66E-07;7,56E-12
1,81474;0,005528122;1,07E-04;3,32E-07;6,23E-12
1,81317;0,00541662;1,02E-04;3,01E-07;5,13E-12
1,8116;0,005307153;9,73E-05;2,73E-07;4,23E-12
1,81003;0,005199689;9,26E-05;2,47E-07;3,48E-12
1,80846;0,005094194;8,81E-05;2,24E-07;2,86E-12
1,80689;0,004990636;8,38E-05;2,03E-07;2,36E-12
1,80532;0,004888983;7,98E-05;1,84E-07;1,94E-12
1,80375;0,004789205;7,59E-05;1,67E-07;1,59E-12
1,80218;0,004691269;7,22E-05;1,51E-07;1,31E-12
1,80061;0,004595146;6,87E-05;1,37E-07;1,07E-12
1,79904;0,004500806;6,53E-05;1,24E-07;8,82E-13
1,79747;0,004408219;6,21E-05;1,12E-07;7,24E-13
1,7959;0,004317355;5,91E-05;1,02E-07;5,94E-13
1,79433;0,004228187;5,62E-05;9,21E-08;4,87E-13
1,79276;0,004140686;5,34E-05;8,33E-08;3,99E-13
1,79119;0,004054824;5,08E-05;7,54E-08;3,27E-13
1,78962;0,003970573;4,82E-05;6,82E-08;2,68E-13
1,78805;0,003887907;4,59E-05;6,17E-08;2,19E-13
1,78648;0,003806799;4,36E-05;5,58E-08;1,80E-13
1,78491;0,003727222;4,14E-05;5,04E-08;1,47E-13
1,78334;0,003649151;3,93E-05;4,56E-08;1,20E-13
1,78177;0,00357256;3,74E-05;4,12E-08;9,82E-14
1,7802;0,003497424;3,55E-05;3,72E-08;8,03E-14
1,77863;0,003423719;3,37E-05;3,36E-08;6,56E-14
1,77706;0,00335142;3,20E-05;3,03E-08;5,35E-14
1,77549;0,003280503;3,04E-05;2,74E-08;4,37E-14
1,77392;0,003210944;2,89E-05;2,47E-08;3,56E-14
1,77235;0,003142721;2,74E-05;2,23E-08;2,91E-14
1,77078;0,003075809;2,60E-05;2,01E-08;2,37E-14
1,76921;0,003010188;2,47E-05;1,82E-08;1,93E-14
1,76764;0,002945833;2,35E-05;1,64E-08;1,57E-14
1,76607;0,002882725;2,23E-05;1,48E-08;1,28E-14
1,7645;0,00282084;2,11E-05;1,33E-08;1,04E-14
1,76293;0,002760158;2,00E-05;1,20E-08;8,49E-15
1,76136;0,002700657;1,90E-05;1,08E-08;6,90E-15
1,75979;0,002642318;1,80E-05;9,75E-09;5,60E-15
1,75822;0,00258512;1,71E-05;8,78E-09;4,55E-15
1,75665;0,002529043;1,62E-05;7,91E-09;3,68E-15
1,75508;0,002474067;1,54E-05;7,12E-09;3,01E-15
1,75351;0,002420172;1,46E-05;6,41E-09;2,43E-15
1,75194;0,002367341;1,38E-05;5,77E-09;1,99E-15
1,75037;0,002315554;1,31E-05;5,19E-09;1,61E-15
1,7488;0,002264793;1,24E-05;4,67E-09;1,30E-15
1,74723;0,002215039;1,18E-05;4,20E-09;1,05E-15
1,74566;0,002166275;1,12E-05;3,78E-09;8,37E-16
1,74409;0,002118483;1,06E-05;3,39E-09;7,03E-16
1,74252;0,002071645;1,00E-05;3,05E-09;5,70E-16
1,74095;0,002025745;9,50E-06;2,74E-09;4,82E-16
1,73938;0,001980766;9,00E-06;2,46E-09;3,93E-16
1,73781;0,001936691;8,52E-06;2,21E-09;3,67E-16
1,73624;0,001893504;8,07E-06;1,99E-09;3,08E-16
1,73467;0,001851189;7,64E-06;1,78E-09;2,90E-16
1,7331;0,001809731;7,23E-06;1,60E-09;2,94E-16
1,73153;0,001769113;6,85E-06;1,44E-09;2,78E-16
1,72996;0,00172932;6,48E-06;1,29E-09;2,52E-16
1,72839;0,001690339;6,13E-06;1,16E-09;2,79E-16
1,72682;0,001652152;5,81E-06;1,04E-09;2,52E-16
1,72525;0,001614747;5,49E-06;9,29E-10;2,63E-16
1,72368;0,001578109;5,20E-06;8,33E-10;2,65E-16
1,72211;0,001542224;4,92E-06;7,46E-10;2,54E-16
1,72054;0,001507077;4,65E-06;6,68E-10;2,50E-16
1,71897;0,001472656;4,40E-06;5,99E-10;2,40E-16
1,7174;0,001438947;4,16E-06;5,36E-10;2,43E-16
1,71583;0,001405936;3,93E-06;4,80E-10;2,30E-16
1,71426;0,001373612;3,72E-06;4,29E-10;2,41E-16
1,71269;0,00134196;3,51E-06;3,84E-10;2,34E-16
1,71112;0,001310969;3,32E-06;3,44E-10;2,34E-16
1,70955;0,001280626;3,14E-06;3,07E-10;2,34E-16
1,70798;0,001250919;2,97E-06;2,75E-10;2,50E-16
1,70641;0,001221836;2,80E-06;2,46E-10;2,36E-16
1,70484;0,001193366;2,65E-06;2,20E-10;2,48E-16
1,70327;0,001165496;2,50E-06;1,96E-10;2,49E-16
1,7017;0,001138216;2,36E-06;1,75E-10;2,37E-16
1,70013;0,001111514;2,23E-06;1,56E-10;2,34E-16
1,69856;0,001085379;2,11E-06;1,40E-10;2,26E-16
1,69699;0,001059801;1,99E-06;1,25E-10;2,43E-16
1,69542;0,001034769;1,88E-06;1,11E-10;2,33E-16
1,69385;0,001010273;1,77E-06;9,92E-11;2,31E-16
1,69228;9,86E-04;1,67E-06;8,85E-11;2,27E-16
1,69071;9,63E-04;1,58E-06;7,89E-11;2,45E-16
1,68914;9,40E-04;1,49E-06;7,03E-11;2,29E-16
1,68757;9,17E-04;1,40E-06;6,27E-11;2,44E-16
1,686;8,95E-04;1,32E-06;5,58E-11;2,30E-16
1,68443;8,74E-04;1,25E-06;4,97E-11;2,35E-16
1,68286;8,53E-04;1,18E-06;4,43E-11;2,18E-16
1,68129;8,32E-04;1,11E-06;3,94E-11;2,36E-16
1,67972;8,12E-04;1,05E-06;3,51E-11;2,33E-16
1,67815;7,93E-04;9,87E-07;3,12E-11;2,33E-16
1,67658;7,73E-04;9,30E-07;2,78E-11;2,40E-16
1,67501;7,55E-04;8,76E-07;2,47E-11;2,27E-16
1,67344;7,36E-04;8,26E-07;2,19E-11;2,50E-16
1,67187;7,18E-04;7,78E-07;1,95E-11;2,19E-16
1,6703;7,01E-04;7,33E-07;1,73E-11;2,50E-16
1,66873;6,83E-04;6,90E-07;1,54E-11;2,18E-16
1,66716;6,66E-04;6,50E-07;1,37E-11;2,47E-16
1,66559;6,50E-04;6,12E-07;1,21E-11;2,18E-16
1,66402;6,34E-04;5,76E-07;1,08E-11;2,35E-16
1,66245;6,18E-04;5,42E-07;9,55E-12;2,24E-16
1,66088;6,03E-04;5,10E-07;8,47E-12;2,32E-16
1,65931;5,88E-04;4,80E-07;7,51E-12;2,42E-16
1,65774;5,73E-04;4,52E-07;6,66E-12;2,21E-16
1,65617;5,59E-04;4,25E-07;5,90E-12;2,46E-16
1,6546;5,45E-04;4,00E-07;5,23E-12;2,11E-16
1,65303;5,31E-04;3,76E-07;4,63E-12;2,22E-16
1,65146;5,18E-04;3,53E-07;4,10E-12;2,25E-16
1,64989;5,05E-04;3,32E-07;3,63E-12;2,08E-16
1,64832;4,92E-04;3,12E-07;3,21E-12;2,01E-16
1,64675;4,79E-04;2,93E-07;2,84E-12;1,22E-16
1,64518;4,67E-04;2,76E-07;2,51E-12;1,15E-16
1,64361;4,55E-04;2,59E-07;2,22E-12;1,19E-16
1,64204;4,43E-04;2,43E-07;1,96E-12;1,19E-16
1,64047;4,32E-04;2,29E-07;1,74E-12;1,17E-16
1,6389;4,21E-04;2,15E-07;1,53E-12;1,16E-16
1,63733;4,10E-04;2,02E-07;1,35E-12;1,14E-16
1,63576;4,00E-04;1,89E-07;1,19E-12;1,12E-16
1,63419;3,89E-04;1,78E-07;1,05E-12;1,16E-16
1,63262;3,79E-04;1,67E-07;9,30E-13;1,15E-16
1,63105;3,69E-04;1,56E-07;8,20E-13;1,15E-16
1,62948;3,60E-04;1,47E-07;7,23E-13;1,12E-16
1,62791;3,50E-04;1,38E-07;6,38E-13;1,17E-16
1,62634;3,41E-04;1,29E-07;5,62E-13;1,11E-16
1,62477;3,32E-04;1,21E-07;4,95E-13;1,18E-16
1,6232;3,23E-04;1,14E-07;4,36E-13;1,14E-16
1,62163;3,15E-04;1,06E-07;3,84E-13;1,11E-16
1,62006;3,06E-04;9,98E-08;3,38E-13;1,14E-16
1,61849;2,98E-04;9,35E-08;2,97E-13;1,10E-16
1,61692;2,90E-04;8,77E-08;2,61E-13;1,14E-16
1,61535;2,82E-04;8,21E-08;2,30E-13;1,12E-16
1,61378;2,75E-04;7,69E-08;2,02E-13;1,08E-16
1,61221;2,68E-04;7,20E-08;1,77E-13;1,08E-16
1,61064;2,60E-04;6,75E-08;1,56E-13;1,08E-16
1,60907;2,53E-04;6,32E-08;1,37E-13;1,06E-16
1,6075;2,46E-04;5,91E-08;1,20E-13;1,02E-16
1,60593;2,40E-04;5,53E-08;1,05E-13;1,02E-16
1,60436;2,33E-04;5,18E-08;9,23E-14;1,13E-16
1,60279;2,27E-04;4,84E-08;8,09E-14;9,91E-17
1,60122;2,21E-04;4,53E-08;7,09E-14;1,02E-16
1,59965;2,15E-04;4,24E-08;6,22E-14;1,13E-16
1,59808;2,09E-04;3,96E-08;5,44E-14;1,10E-16
1,59651;2,03E-04;3,70E-08;4,77E-14;1,02E-16
1,59494;1,97E-04;3,46E-08;4,17E-14;1,08E-16
1,59337;1,92E-04;3,24E-08;3,65E-14;1,05E-16
1,5918;1,87E-04;3,02E-08;3,19E-14;1,02E-16
1,59023;1,81E-04;2,83E-08;2,79E-14;1,07E-16
1,58866;1,76E-04;2,64E-08;2,44E-14;1,04E-16
1,58709;1,71E-04;2,46E-08;2,13E-14;1,12E-16
1,58552;1,67E-04;2,30E-08;1,86E-14;1,01E-16
1,58395;1,62E-04;2,15E-08;1,62E-14;1,12E-16
1,58238;1,57E-04;2,01E-08;1,42E-14;1,14E-16
1,58081;1,53E-04;1,87E-08;1,24E-14;1,02E-16
1,57924;1,49E-04;1,75E-08;1,08E-14;1,06E-16
1,57767;1,44E-04;1,63E-08;9,41E-15;1,02E-16
1,5761;1,40E-04;1,52E-08;8,20E-15;1,04E-16
1,57453;1,36E-04;1,42E-08;7,15E-15;9,74E-17
1,57296;1,32E-04;1,32E-08;6,22E-15;1,03E-16
1,57139;1,28E-04;1,23E-08;5,41E-15;9,89E-17
1,56982;1,25E-04;1,15E-08;4,70E-15;9,61E-17
1,56825;1,21E-04;1,07E-08;4,09E-15;1,01E-16
1,56668;1,18E-04;9,96E-09;3,56E-15;1,01E-16
1,56511;1,14E-04;9,28E-09;3,09E-15;1,05E-16
1,56354;1,11E-04;8,64E-09;2,68E-15;9,55E-17
1,56197;1,08E-04;8,04E-09;2,33E-15;1,03E-16
1,5604;1,04E-04;7,49E-09;2,02E-15;1,01E-16
1,55883;1,01E-04;6,97E-09;1,76E-15;1,02E-16
1,55726;9,84E-05;6,48E-09;1,53E-15;9,93E-17
1,55569;9,55E-05;6,03E-09;1,32E-15;1,07E-16
1,55412;9,26E-05;5,61E-09;1,15E-15;1,00E-16
1,55255;8,99E-05;5,22E-09;9,87E-16;9,89E-17
1,55098;8,72E-05;4,85E-09;8,60E-16;9,64E-17
1,54941;8,46E-05;4,51E-09;7,43E-16;9,96E-17
1,54784;8,20E-05;4,19E-09;6,40E-16;9,55E-17
1,54627;7,96E-05;3,89E-09;5,58E-16;1,00E-16
1,5447;7,72E-05;3,62E-09;4,76E-16;9,20E-17
1,54313;7,48E-05;3,36E-09;4,14E-16;9,05E-17
1,54156;7,26E-05;3,12E-09;3,53E-16;9,83E-17
1,53999;7,04E-05;2,89E-09;3,10E-16;9,83E-17
1,53842;6,82E-05;2,69E-09;2,70E-16;9,09E-17
1,53685;6,61E-05;2,49E-09;2,37E-16;9,18E-17
1,53528;6,41E-05;2,31E-09;2,01E-16;9,78E-17
1,53371;6,21E-05;2,14E-09;1,75E-16;9,50E-17
1,53214;6,02E-05;1,99E-09;1,54E-16;9,37E-17
1,53057;5,83E-05;1,84E-09;1,39E-16;9,01E-17
1,529;5,65E-05;1,71E-09;1,27E-16;9,64E-17
1,52743;5,47E-05;1,58E-09;1,18E-16;1,03E-16
1,52586;5,30E-05;1,47E-09;1,04E-16;9,39E-17
1,52429;5,14E-05;1,36E-09;1,07E-16;8,90E-17
1,52272;4,98E-05;1,26E-09;9,66E-17;8,69E-17
1,52115;4,82E-05;1,17E-09;1,07E-16;1,07E-16
1,51958;4,67E-05;1,08E-09;9,42E-17;9,42E-17
1,51801;4,52E-05;9,98E-10;9,54E-17;9,60E-17
1,51644;4,37E-05;9,23E-10;9,91E-17;9,03E-17
1,51487;4,23E-05;8,54E-10;9,27E-17;9,19E-17
1,5133;4,10E-05;7,90E-10;8,69E-17;9,75E-17
1,51173;3,97E-05;7,30E-10;8,99E-17;9,05E-17
1,51016;3,84E-05;6,75E-10;9,40E-17;9,47E-17
1,50859;3,71E-05;6,23E-10;8,56E-17;8,56E-17
1,50702;3,59E-05;5,76E-10;1,07E-16;1,07E-16
1,50545;3,48E-05;5,32E-10;9,50E-17;9,50E-17
1,50388;3,36E-05;4,91E-10;9,65E-17;9,65E-17
1,50231;3,25E-05;4,53E-10;8,68E-17;8,68E-17
1,50074;3,15E-05;4,18E-10;9,10E-17;9,10E-17
1,49917;3,04E-05;3,86E-10;1,05E-16;1,05E-16
1,4976;2,94E-05;3,56E-10;8,18E-17;8,18E-17
1,49603;2,85E-05;3,28E-10;8,95E-17;8,95E-17
1,49446;2,75E-05;3,03E-10;8,54E-17;8,54E-17
1,49289;2,66E-05;2,79E-10;9,34E-17;9,34E-17
1,49132;2,57E-05;2,57E-10;9,91E-17;9,91E-17
1,48975;2,48E-05;2,37E-10;8,98E-17;8,98E-17
1,48818;2,40E-05;2,18E-10;8,27E-17;8,27E-17
1,48661;2,32E-05;2,01E-10;8,40E-17;8,40E-17
1,48504;2,24E-05;1,85E-10;9,35E-17;9,35E-17
1,48347;2,16E-05;1,70E-10;9,78E-17;9,78E-17
1,4819;2,09E-05;1,57E-10;8,53E-17;8,53E-17
1,48033;2,02E-05;1,44E-10;8,09E-17;8,09E-17
1,47876;1,95E-05;1,32E-10;8,43E-17;8,43E-17
1,47719;1,88E-05;1,22E-10;8,52E-17;8,52E-17
1,47562;1,82E-05;1,12E-10;9,78E-17;9,78E-17
1,47405;1,75E-05;1,03E-10;9,10E-17;9,10E-17
1,47248;1,69E-05;9,44E-11;8,38E-17;8,38E-17
1,47091;1,63E-05;8,66E-11;7,93E-17;7,93E-17
1,46934;1,58E-05;7,95E-11;8,40E-17;8,40E-17
1,46777;1,52E-05;7,30E-11;9,12E-17;9,12E-17
1,4662;1,47E-05;6,70E-11;8,93E-17;8,93E-17
1,46463;1,42E-05;6,14E-11;8,79E-17;8,79E-17
1,46306;1,36E-05;5,63E-11;8,15E-17;8,15E-17
1,46149;1,32E-05;5,16E-11;8,58E-17;8,58E-17
1,45992;1,27E-05;4,73E-11;8,43E-17;8,43E-17
1,45835;1,22E-05;4,33E-11;9,80E-17;9,80E-17
1,45678;1,18E-05;3,97E-11;8,52E-17;8,52E-17
1,45521;1,14E-05;3,63E-11;8,22E-17;8,22E-17
1,45364;1,10E-05;3,32E-11;8,35E-17;8,35E-17
1,45207;1,06E-05;3,04E-11;8,67E-17;8,67E-17
1,4505;1,02E-05;2,78E-11;8,75E-17;8,75E-17
1,44893;9,80E-06;2,54E-11;9,02E-17;9,02E-17
1,44736;9,44E-06;2,32E-11;8,33E-17;8,33E-17
1,44579;9,09E-06;2,12E-11;8,32E-17;8,32E-17
1,44422;8,76E-06;1,94E-11;7,99E-17;7,99E-17
1,44265;8,43E-06;1,77E-11;8,00E-17;8,00E-17
1,44108;8,12E-06;1,62E-11;8,89E-17;8,89E-17
1,43951;7,81E-06;1,48E-11;8,25E-17;8,25E-17
1,43794;7,52E-06;1,35E-11;8,28E-17;8,28E-17
1,43637;7,24E-06;1,23E-11;7,91E-17;7,91E-17
1,4348;6,96E-06;1,12E-11;7,53E-17;7,53E-17
1,43323;6,70E-06;1,02E-11;8,52E-17;8,52E-17
1,43166;6,44E-06;9,29E-12;8,18E-17;8,18E-17
1,43009;6,20E-06;8,46E-12;7,98E-17;7,98E-17
1,42852;5,96E-06;7,71E-12;8,42E-17;8,42E-17
1,42695;5,73E-06;7,01E-12;7,52E-17;7,52E-17
1,42538;5,51E-06;6,38E-12;7,77E-17;7,77E-17
1,42381;5,29E-06;5,80E-12;8,30E-17;8,30E-17
1,42224;5,09E-06;5,28E-12;7,96E-17;7,96E-17
1,42067;4,89E-06;4,80E-12;7,80E-17;7,80E-17
1,4191;4,70E-06;4,36E-12;7,68E-17;7,68E-17
1,41753;4,51E-06;3,96E-12;8,29E-17;8,29E-17
1,41596;4,33E-06;3,59E-12;7,51E-17;7,51E-17
1,41439;4,16E-06;3,26E-12;8,56E-17;8,56E-17
1,41282;4,00E-06;2,96E-12;7,99E-17;7,99E-17
1,41125;3,84E-06;2,68E-12;7,43E-17;7,43E-17
1,40968;3,68E-06;2,43E-12;8,31E-17;8,31E-17
1,40811;3,53E-06;2,20E-12;7,34E-17;7,34E-17
1,40654;3,39E-06;2,00E-12;7,78E-17;7,78E-17
1,40497;3,25E-06;1,81E-12;7,42E-17;7,42E-17
1,4034;3,12E-06;1,64E-12;8,42E-17;8,42E-17
1,40183;2,99E-06;1,48E-12;7,54E-17;7,54E-17
1,40026;2,87E-06;1,34E-12;7,02E-17;7,02E-17
1,39869;2,75E-06;1,21E-12;8,10E-17;8,10E-17
1,39712;2,64E-06;1,09E-12;7,36E-17;7,36E-17
1,39555;2,53E-06;9,87E-13;7,76E-17;7,76E-17
1,39398;2,42E-06;8,91E-13;8,65E-17;8,65E-17
1,39241;2,32E-06;8,05E-13;7,83E-17;7,83E-17
1,39084;2,22E-06;7,26E-13;7,19E-17;7,19E-17
1,38927;2,13E-06;6,55E-13;7,83E-17;7,83E-17
1,3877;2,04E-06;5,90E-13;8,00E-17;8,00E-17
1,38613;1,95E-06;5,32E-13;7,56E-17;7,56E-17
1,38456;1,87E-06;4,79E-13;7,50E-17;7,50E-17
1,38299;1,79E-06;4,31E-13;8,45E-17;8,45E-17
1,38142;1,71E-06;3,88E-13;7,52E-17;7,52E-17
1,37985;1,64E-06;3,49E-13;6,86E-17;6,86E-17
1,37828;1,57E-06;3,14E-13;7,61E-17;7,61E-17
1,37671;1,50E-06;2,82E-13;7,57E-17;7,57E-17
1,37514;1,43E-06;2,53E-13;7,38E-17;7,38E-17
1,37357;1,37E-06;2,27E-13;6,90E-17;6,90E-17
1,372;1,31E-06;2,04E-13;8,04E-17;8,04E-17
1,37043;1,25E-06;1,83E-13;7,16E-17;7,16E-17
1,36886;1,20E-06;1,64E-13;6,74E-17;6,74E-17
1,36729;1,14E-06;1,47E-13;7,64E-17;7,64E-17
1,36572;1,09E-06;1,32E-13;7,33E-17;7,33E-17
1,36415;1,04E-06;1,18E-13;7,46E-17;7,46E-17
1,36258;9,95E-07;1,06E-13;7,17E-17;7,17E-17
1,36101;9,50E-07;9,45E-14;7,51E-17;7,51E-17
1,35944;9,06E-07;8,45E-14;6,95E-17;6,95E-17
1,35787;8,65E-07;7,55E-14;7,35E-17;7,35E-17
1,3563;8,25E-07;6,74E-14;6,99E-17;6,99E-17
1,35473;7,87E-07;6,02E-14;7,75E-17;7,75E-17
1,35316;7,50E-07;5,37E-14;7,27E-17;7,27E-17
1,35159;7,15E-07;4,79E-14;7,08E-17;7,08E-17
1,35002;6,81E-07;4,27E-14;7,14E-17;7,14E-17
1,34845;6,49E-07;3,81E-14;7,04E-17;7,04E-17
1,34688;6,19E-07;3,39E-14;6,96E-17;6,96E-17
1,34531;5,89E-07;3,02E-14;6,76E-17;6,76E-17
1,34374;5,61E-07;2,68E-14;6,61E-17;6,61E-17
1,34217;5,34E-07;2,38E-14;7,56E-17;7,56E-17
1,3406;5,08E-07;2,12E-14;7,42E-17;7,42E-17
1,33903;4,84E-07;1,88E-14;6,68E-17;6,68E-17
1,33746;4,60E-07;1,67E-14;6,86E-17;6,86E-17
1,33589;4,38E-07;1,48E-14;6,64E-17;6,64E-17
1,33432;4,16E-07;1,31E-14;6,93E-17;6,93E-17
1,33275;3,96E-07;1,16E-14;6,86E-17;6,86E-17
1,33118;3,76E-07;1,03E-14;7,01E-17;7,01E-17
1,32961;3,58E-07;9,12E-15;7,43E-17;7,43E-17
1,32804;3,40E-07;8,07E-15;6,79E-17;6,79E-17
1,32647;3,23E-07;7,13E-15;6,71E-17;6,71E-17
1,3249;3,06E-07;6,30E-15;6,98E-17;6,98E-17
1,32333;2,91E-07;5,56E-15;6,66E-17;6,66E-17
1,32176;2,76E-07;4,92E-15;6,85E-17;6,85E-17
